,index,id,img,label,text
1746,2210,35016,img/35016.png,0.0,"yo dude, who passed the aux cord?"
1747,2211,87351,img/87351.png,0.0,when you realize you left the stove on at home
1748,2212,39452,img/39452.png,0.0,then he said i couldn't come to the barbecue because i always burn the franks
1749,2213,75320,img/75320.png,0.0,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo
1750,2214,46983,img/46983.png,0.0,when your dishwasher is broken so you take it back to walmart to get a new one
1751,2215,1875,img/01875.png,0.0,does anyone know if he had a donor card? i need parts for my go-cart
1752,2216,79854,img/79854.png,0.0,you knew that was the wrong hole you're goddamn right i did!
1753,2217,35271,img/35271.png,0.0,you knew i was a snake when you let me in
1754,2218,79321,img/79321.png,1.0,captain america when he arrives back in the forties i'm gonna say the n word!
1755,2219,31426,img/31426.png,1.0,michelle obama without makeup
1756,2221,81902,img/81902.png,0.0,i'm not a smart man but at least i didn't vote for trump
1757,2222,81602,img/81602.png,1.0,this transgendershit is getting outta hand
1758,2223,78631,img/78631.png,0.0,is there anything more beautiful than the islamic call to prayer?
1759,2224,90365,img/90365.png,1.0,a muslim in congress wants to get rid of homeland security let that sink in! 18 years after 9/11 and this is where we are at?
1760,2225,63187,img/63187.png,1.0,"gaming in north korea if you die in game, you die in real life"
1761,2226,15893,img/15893.png,1.0,"how many mexicans does it take to build a... oh wow, they're done"
1762,2227,60741,img/60741.png,0.0,most of our clothes come from this
1763,2228,78401,img/78401.png,1.0,friends house and he when you at your white starts stabbing his parents only the dead can know peace from this evil
1764,2229,84152,img/84152.png,1.0,when your dishwasher  is done for good
1765,2230,46952,img/46952.png,0.0,what you americans guna do when they build a wall to keep yall out
1766,2231,69237,img/69237.png,0.0,temptations
1767,2232,59260,img/59260.png,1.0,my priceless child porn collection you stupid goyim owe me 6 million sheckles
1768,2234,19027,img/19027.png,1.0,i hate 3 things: racism. sexism. and white men
1769,2235,71645,img/71645.png,0.0,i don't need to use my hands to kick your ass
1770,2236,6194,img/06194.png,0.0,burning things that don't mean anything to you
1771,2237,50723,img/50723.png,0.0,i will lie. i will sleep with anyone. i will attack sexual perverts like joe biden in my own party to get ahead! i will let illegals murder americans. i will let newborns be i want to be your comfortable and executed president!
1772,2239,52316,img/52316.png,1.0,the face i make when the media calls bruce jenner catlyn jenner
1773,2240,97842,img/97842.png,1.0,there's so much white trash in this picture i barely know where to start!
1774,2241,28976,img/28976.png,1.0,when you're hiding from a shooter in your school and the foreign exchange student keeps on crying american students: first time ?
1775,2243,14837,img/14837.png,0.0,can you please tag laura and let her know she has left her bra
1776,2244,71206,img/71206.png,0.0,"my brother, the more girlfriends you have the more money you lose, the more you don't progress in life find one girlfriend invest in her and build your future together"
1777,2245,30824,img/30824.png,0.0,where did you learn to do it so good? me when i was 2
1778,2246,7931,img/07931.png,1.0,how black people became christians
1779,2247,2983,img/02983.png,0.0,large big mac no onions
1780,2248,15674,img/15674.png,0.0,then he said i couldn't come to the barbecue because i always burn the hamburgers
1781,2249,64193,img/64193.png,1.0,you just ran past full retard and went straight to potato
1782,2251,28765,img/28765.png,0.0,"and just like that, people forgot about area 51 started wanting to look like 80 year olds"
1783,2252,30462,img/30462.png,0.0,if you have a beard but can't change a tire shave
1784,2253,46301,img/46301.png,1.0,if black people aren't lazy then why doesn't kfc have a breakfast menu
1785,2254,32806,img/32806.png,0.0,when you start to choke but your uncle knows the heimlich maneuver
1786,2255,59362,img/59362.png,0.0,"obama's fbi did not break ""rules"" or ""policies."" they broke laws. they did not make ""mistakes."" they committed crimes"
1787,2256,34915,img/34915.png,0.0,just trying to do my part
1788,2257,97102,img/97102.png,1.0,a monkey wearing makeup and a dress does not make it a woman and a man wearing makeup and a dress is also not a woman
1789,2258,71486,img/71486.png,0.0,if you're constantly referring to your skin color or other people's skin color... maybe you're the racist
1790,2259,56281,img/56281.png,0.0,liberals before the election trump and his supporters must accept the results of the election liberals after the election i do not accept the results of the election
1791,2260,69024,img/69024.png,0.0,is my smile creeping you out? you need to tell me if my smile is creeping you out
1792,2261,86910,img/86910.png,1.0,this is what happens when white people lose white privilege
1793,2262,97413,img/97413.png,0.0,"your birthday it is old, you have become"
1794,2263,97564,img/97564.png,0.0,"sign says ""take a quarter"" takes two"
1795,2264,79806,img/79806.png,1.0,"when you ask them if they're having a seizure but they just spasm on the ground instead of answering you all right, then. keep your secrets"
1796,2267,61032,img/61032.png,0.0,if being racist means that i don't want people of color in my country then i am not a racist
1797,2268,62384,img/62384.png,0.0,whenever your owner walks to fast !
1798,2269,52743,img/52743.png,1.0,like a hot ls swapped rx-7 girl with a penis
1799,2270,52904,img/52904.png,0.0,when you eat her ass and then she say that she don't suck dick... wayment
1800,2271,6325,img/06325.png,0.0,trump donated his salary to alcoholism research i see it as a personal attack
1801,2272,17483,img/17483.png,0.0,when someone asks why im such a cunt just am
1802,2273,21943,img/21943.png,0.0,is it a boy or a girl?
1803,2274,28195,img/28195.png,0.0,"gotta be careful who you fuck with. people will learn you, just to hurt you"
1804,2275,46315,img/46315.png,1.0,question. how do blind people know when to stop wiping their asses?
1805,2276,10256,img/10256.png,1.0,"and if anything happens, the women are to blame that's right, it's their fault, definitely"
1806,2277,19650,img/19650.png,0.0,when it's the 1600s and you just got here from africa master looks after us now
1807,2278,7523,img/07523.png,0.0,man caught having sex with a feminist at the beach
1808,2279,24905,img/24905.png,0.0,nascar presents the wal-mart 500
1809,2280,69017,img/69017.png,0.0,all was well in new york until the fire nation attacked
1810,2281,9413,img/09413.png,1.0,when you start fingering yourself but your sister cums instead
1811,2282,37140,img/37140.png,1.0,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit
1812,2283,58164,img/58164.png,1.0,"im not a gay sjw like other femboys im racist and a gamer, daddy uwu"
1813,2285,12460,img/12460.png,0.0,when people just talk about weed and forget your birthday (sad racist noises)
1814,2286,73514,img/73514.png,0.0,"it's ma'am!! i can't give you a ma'am, but i can give you a green eggs and haaaaaammmmmmm!"
1815,2287,28197,img/28197.png,1.0,cheap shoes for sale.. pick up.... christchurch mosque
1816,2288,28043,img/28043.png,0.0,i don't play
1817,2289,32401,img/32401.png,1.0,"in 2011 trump said ""all americans are idiots"" in 2016 they proved it"
1818,2290,34095,img/34095.png,0.0,i've been here once. beautiful land and people
1819,2292,25103,img/25103.png,1.0,this is what happens when you're gay in a muslim country
1820,2294,93124,img/93124.png,0.0,how we see dogs what dogs want to eat when dogs are in heat
1821,2295,32985,img/32985.png,0.0,when immigrants wave our flag they are not invaders
1822,2299,18490,img/18490.png,0.0,the rosenbergs were executed 1953 for selling nuclear secrets to russia the clintons actually sold nuclear material for development of weaponsto russia
1823,2300,3795,img/03795.png,0.0,even i can see you're a cunt
1824,2301,86512,img/86512.png,0.0,it's your birthday i'm controlling my excitement
1825,2302,32160,img/32160.png,0.0,little white person please leave before my ancestors tell me to kick off this mountain
1826,2303,47031,img/47031.png,1.0,beer -vs- woman at least the beer can't change its mind after you get its top off
1827,2304,50142,img/50142.png,0.0,2017 the year of the triggered left
1828,2305,58310,img/58310.png,0.0,"hey, dnc! it's not the people's job to rally around the candidate you choose... ...it's your job to choose the candidate that the people rally around!"
1829,2306,42510,img/42510.png,1.0,"death to the jews!!! death to the christians!!! death to the hindus oh, and by the way, islam is a religion of peace. please stop persecuting us and try to be more tolerant"
1830,2307,37542,img/37542.png,1.0,i'm a gnigger and you've been robbed
1831,2308,41795,img/41795.png,0.0,"happy birthday believe me, i am the best and greatest at wishing you a happy birthday"
1832,2309,18937,img/18937.png,0.0,if it fits it ships
1833,2310,14037,img/14037.png,1.0,radical muslims are snakes moderate muslims are the grass they hide in
1834,2312,8534,img/08534.png,1.0,if you don't believe in god you're going to suffer and burn for all eternity in hell  child abuse it isn't necessarily physical
1835,2313,42751,img/42751.png,0.0,i built this myself with my own hands
1836,2315,97162,img/97162.png,0.0,meanwhile at the isis strip club
1837,2316,31560,img/31560.png,0.0,oh man my parents are going to kill me
1838,2317,14893,img/14893.png,0.0,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!"
1839,2318,45371,img/45371.png,0.0,don't do drugs boys and girls
1840,2319,54367,img/54367.png,0.0,kids and guns don't mix
1841,2321,97543,img/97543.png,0.0,this is what whoring pray yourself out to a bitches. religion you've never followed looks like
1842,2322,36870,img/36870.png,1.0,''dont cry because it's over smile because it happened'' -dr. seuss
1843,2323,12570,img/12570.png,0.0,when you pick her up for a date and she got hairbands on her wrist
1844,2324,41265,img/41265.png,0.0,ice perfectly shaped to heal that butthurt
1845,2325,76951,img/76951.png,1.0,muslim coming omg he looks horny
1846,2326,16837,img/16837.png,1.0,it's mam  is it though?
1847,2327,30157,img/30157.png,0.0,"i am a goat i eat everything, even your dreams"
1848,2329,4783,img/04783.png,0.0,"where you can get with that bull shit what is ""fuck outta here correct"
1849,2330,59024,img/59024.png,0.0,dear diary: i miss fucking!
1850,2331,64051,img/64051.png,1.0,celebrating the ebt card. oh snap
1851,2333,85092,img/85092.png,0.0,"when someone thinks they've seen all your crazy but you hit them with some next level shit, like ""surprise bitch!"""
1852,2334,41697,img/41697.png,0.0,when col sanders opens a kfc in wakanda
1853,2335,17860,img/17860.png,0.0,"""come here, i need's to smack the stupid out of you"""
1854,2337,97160,img/97160.png,1.0,this would be racist if black people could read
1855,2338,97860,img/97860.png,1.0,christians don't believe they evolved i agree
1856,2339,63524,img/63524.png,0.0,islam is a religion of peace if you don't agree then you're ignorant
1857,2341,32587,img/32587.png,1.0,corn shit lemon piss
1858,2342,12967,img/12967.png,1.0,omg the middle east has ninjas too!!
1859,2343,67915,img/67915.png,0.0,when you've finished with your life of crime
1860,2344,3854,img/03854.png,1.0,did a lot of medical research didn't hurt any animals
1861,2346,65037,img/65037.png,0.0,muslims contributing to the very fabric of our nation
1862,2347,39285,img/39285.png,1.0,i'm trying to put a load in the dishwasher him: me too!
1863,2348,67041,img/67041.png,0.0,that feeling you get when a goat's hair tickles your balls
1864,2349,51680,img/51680.png,0.0,when i grow up i'm going to blow up
1865,2350,62981,img/62981.png,0.0,i just chased 25 000 high paying jobs out of new york imagine what i'll do for the rest of the country hold my beer
1866,2352,5471,img/05471.png,1.0,do you still suck dick? faggot
1867,2353,97105,img/97105.png,0.0,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens
1868,2354,53160,img/53160.png,0.0,when goats try to pull a car heist
1869,2355,70821,img/70821.png,0.0,cooooooooooooon!!!!
1870,2356,62831,img/62831.png,1.0,converted to muslim ? why would you think that?
1871,2357,78904,img/78904.png,0.0,never get too attached cause people wake up with difffrent feelings everyday
1872,2358,78164,img/78164.png,0.0,station just got it's newest fire retardant
1873,2359,68417,img/68417.png,0.0,don't be a pooper
1874,2360,68521,img/68521.png,0.0,not all men just want sex some just want to walk and talk about how ridiculous our firearm laws are
1875,2361,43961,img/43961.png,0.0,r*e*s*p*i*c*t wish i had a dictionary
1876,2362,76423,img/76423.png,1.0,has extra chromosome probably stole it
1877,2363,71963,img/71963.png,1.0,president trump is saying he will close the border. just do it! americans first! illegals are like sperm. thousands get in.. only one works!
1878,2364,7824,img/07824.png,0.0,it's hump day!!! oh fuck!!!
1879,2365,62850,img/62850.png,0.0,when a cop gets his first gun
1880,2367,96804,img/96804.png,1.0,a serbian man
1881,2368,38712,img/38712.png,0.0,be careful
1882,2369,92541,img/92541.png,0.0,whats wrong with me? why am i so happy?
1883,2370,89206,img/89206.png,1.0,whats wrong with your skin? why is it like that? oh you're black? thats pretty cringe
1884,2371,42167,img/42167.png,0.0,"trump supporters if they were any more inbred, they'd be sandwiches!"
1885,2373,39416,img/39416.png,0.0,are u a wizard?
1886,2374,62891,img/62891.png,0.0,everyone has a choice
1887,2375,9185,img/09185.png,1.0,ahmed? i'm pregnant!!
1888,2377,26315,img/26315.png,0.0,when each letter is a mental disorder
1889,2378,13520,img/13520.png,1.0,i only wear silk panties cotton ones remind me of slavery
1890,2379,69524,img/69524.png,0.0,has anyone seen gary? gary is about this tall
1891,2380,45931,img/45931.png,1.0,i'm not a racist my shadow is black
1892,2381,27041,img/27041.png,0.0,your are a solder ready to die for your country
1893,2382,27801,img/27801.png,0.0,i'm smoking cones and i just found buzzs shard you'd better come out and stop me!
1894,2383,95024,img/95024.png,1.0,ever tried african food? niether have they
1895,2385,89072,img/89072.png,1.0,white cop kills black man black man kills black man
1896,2386,87615,img/87615.png,1.0,when you try out ancestry.com and find out you're related to hitler... i will finish what you started
1897,2387,96235,img/96235.png,1.0,it explodes on penatration new military drone to fight isis
1898,2388,35692,img/35692.png,0.0,my wife threw me out after she caught me measuring my cock it just reaches the back of her sisters throat!
1899,2390,78624,img/78624.png,0.0,the look you get when your in the wrong neighborhood
1900,2392,87645,img/87645.png,1.0,how uncivilized typical nigger
1901,2393,41362,img/41362.png,1.0,"so, you think by being a muslim sympathizer, this will somehow keep us from killing you ? you are a special kind of stupid"
1902,2395,67835,img/67835.png,1.0,i think i almost got my dishwasher working
1903,2396,4281,img/04281.png,0.0,patty cake patty cake butthole hand i got tourettes syndrome chicken fucked ham
1904,2397,14920,img/14920.png,0.0,cuddle party
1905,2398,16082,img/16082.png,1.0,are you bored? join spastics with special admin powers now
1906,2399,72816,img/72816.png,0.0,shut up you meathead
1907,2400,36450,img/36450.png,0.0,keeping your dishwasher clean will make it last longer
1908,2401,84106,img/84106.png,1.0,white people be like it's you and me. black people be like look at these dumb ass crackas sittin in the middle of the damn road
1909,2402,38724,img/38724.png,1.0,border agents in texas apprehend over 400 illegals in just a 5-minute span this is an invasion! why are some republicans trying to keep our borders open??
1910,2403,97153,img/97153.png,1.0,"muslim figure: ""we must have pork-free menus or we will leave u.s."" should we help her pack ?"
1911,2404,35620,img/35620.png,1.0,when you try to catch a dark type pokemon
1912,2406,75104,img/75104.png,0.0,i want to make a lamp shade from your skin because you light up my life
1913,2407,56981,img/56981.png,0.0,my grand father died at auschwitz he got drunk and fell out of this guard tower
1914,2408,56130,img/56130.png,0.0,i'm wanty... not needy huge fucking difference
1915,2409,36725,img/36725.png,1.0,what dogs look like to black people what dogs look like to asians what dogs look like to white people
1916,2410,27963,img/27963.png,0.0,oh how cute.... a guinea pig.
1917,2411,92643,img/92643.png,0.0,a head diaper is required when you have shit for brains
1918,2412,94026,img/94026.png,0.0,i got some muhammed for you right here how you like me now?
1919,2413,15926,img/15926.png,0.0,who can deny the cash chambers
1920,2414,90752,img/90752.png,0.0,"oh look, men"
1921,2415,71305,img/71305.png,0.0,cracking open a cold one with the boys
1922,2416,83964,img/83964.png,1.0,has orgasm shoots tranny fluid
1923,2417,84392,img/84392.png,0.0,american woman holding african girls
1924,2419,62815,img/62815.png,1.0,donald trump wall cop or muslims no mexicans don't mess with his wall!
1925,2421,25436,img/25436.png,0.0,fresh out of fb jail and still not giving a fuck!
1926,2422,17385,img/17385.png,1.0,"when whit people don't get shot by the cops because of their skin color i'm sorry, is this some sort of whitejoke that i'm too black to understand?"
1927,2423,47581,img/47581.png,0.0,my gas bill was this high
1928,2425,60827,img/60827.png,0.0,people tragically jumping to their death during the 9/11 terrorist attacks
1929,2427,91462,img/91462.png,1.0,it is easier to pick fights with black women than to challenge white men
1930,2429,18940,img/18940.png,1.0,when you post a dishwasher meme and trigger the feminists.
1931,2431,26184,img/26184.png,1.0,i like pizza cause it doesn't scream when i put it in the oven
1932,2432,9851,img/09851.png,0.0,it appears you're hm.. a cracker
1933,2433,73924,img/73924.png,0.0,i'm voting trump the last clinton left a bad taste in my mouth
1934,2434,56870,img/56870.png,0.0,"though they should not be here illegally, that doesnt mean they're bad people"
1935,2436,69521,img/69521.png,0.0,make sure the girl sitting passenger side in your car is the same girl who'd be sitting with you at the bus stop if life turned out differently
1936,2437,72396,img/72396.png,1.0,fucking queers
1937,2439,7651,img/07651.png,1.0,how you gotta treat girls with smart mouths
1938,2440,28315,img/28315.png,0.0,the flavor in this dish was nonexistent customers started a religion just to believe it was there
1939,2441,85136,img/85136.png,0.0,has anyone seen gary? gary is about this tall
1940,2442,94153,img/94153.png,0.0,what hitler would look like as a female
1941,2443,12576,img/12576.png,0.0,becky lemme smash
1942,2445,78035,img/78035.png,0.0,smashed potatoes
1943,2446,32491,img/32491.png,0.0,14 million kids living in poverty in america but democrats fight for illegals
1944,2447,42931,img/42931.png,0.0,when you'res high as fuck and hear a loud sound the fuck was that
1945,2448,91065,img/91065.png,1.0,that's why we bomb you
1946,2449,28957,img/28957.png,1.0,when each letter is a mental disorder
1947,2450,53927,img/53927.png,1.0,when you dress up for dinner at your muslim girlfriend's  parent's house
1948,2451,28134,img/28134.png,1.0,why do white people smell like bologna?
1949,2452,85916,img/85916.png,0.0,maybe if didn't considered car racing as sport we'd be in better situation
1950,2453,17230,img/17230.png,0.0,my face when i find out that school is canceled
1951,2454,50186,img/50186.png,0.0,don't be a fool it is a bomb
1952,2455,21305,img/21305.png,1.0,kick islam out of america you can't walk with god holding hands with the devil
1953,2456,76320,img/76320.png,0.0,it's okay for you to believe what you believe it's not okay for you to demand other to believe the same way
1954,2457,14086,img/14086.png,0.0,if this is what they call pride.. then i don't wanna see what they call shame
1955,2458,73026,img/73026.png,0.0,where's the rescue ship when you need one ?
1956,2460,64285,img/64285.png,0.0,"shut the fuck up incel all are welcome here, racist cuck"
1957,2461,46785,img/46785.png,0.0,turn for what?
1958,2462,20691,img/20691.png,1.0,remeber behind very great black man is the police
1959,2463,97823,img/97823.png,0.0,"so you know a lot about politics?! please, do continue to repeat everything your parents have told you"
1960,2464,70614,img/70614.png,0.0,burning them was a great public service
1961,2465,72340,img/72340.png,1.0,when muslims attack be prepared to fight back
1962,2466,63092,img/63092.png,1.0,chances are that god was black because he didn't even raise his son
1963,2467,97810,img/97810.png,1.0,you're an awesome nigger!
1964,2468,94723,img/94723.png,0.0,follow your dreams no matter what people say
1965,2469,9156,img/09156.png,0.0,"sit down kids, i will now tell you how i met your mother"
1966,2470,81403,img/81403.png,0.0,when someone tells me women must serve men
1967,2471,72914,img/72914.png,0.0,i don't see whats wrong with him other than he stole that wheelchair
1968,2474,16935,img/16935.png,0.0,the perfect bag doesnt exi--
1969,2476,39401,img/39401.png,0.0,one little phone call and all charges are dropped
1970,2477,48062,img/48062.png,0.0,"so, where did you get all of this gold elizabeth? i stole it!!!"
1971,2479,83256,img/83256.png,1.0,i was really shocked when my wife gave birth and the baby was black. is there anything that woman can't burn?
1972,2480,56143,img/56143.png,0.0,"ugly mafuckas be like... bru, i know she want me i got dreads"
1973,2481,16280,img/16280.png,1.0,i didn't buy a colour tv to watch naggers on it
1974,2483,74126,img/74126.png,0.0,rise and shine my fragile americans what silly nonsense are we offended by today?
1975,2484,38190,img/38190.png,0.0,i forgot to put it out on time now it is sitting there for whole day
1976,2485,49387,img/49387.png,0.0,this one time at camp we got so baked
1977,2486,72506,img/72506.png,0.0,you call me a goat fucker like it's a bad thing
1978,2488,80736,img/80736.png,0.0,"you have adhd? well, i know a place i can send you where you'll learn to concentrate"
1979,2489,2965,img/02965.png,1.0,i once dumped a cross eyed chick thought she was seeing someone else
1980,2490,27685,img/27685.png,0.0,go back to sleep your government is in control
1981,2491,59043,img/59043.png,1.0,"black peopple started wearing their pants low, white people called it ""saggin."" spell saggin backwards... those sneaky white people"
1982,2492,46137,img/46137.png,0.0,"when you tell her on the first date to be ""herself"" and she starts snorting xanax off the table"
1983,2493,87196,img/87196.png,0.0,let's shake hands and forget about that colonialism stuff
1984,2494,95687,img/95687.png,1.0,the muslim on the front door be like: no full auto in buildings
1985,2495,38527,img/38527.png,0.0,the best way to get chewing gum out of your hair
1986,2496,71562,img/71562.png,0.0,there is always good and bad in this world
1987,2498,38417,img/38417.png,0.0,this is nahir nahir is born in germany nahir is german this is fluffy fluffy is born in horse stable fluffy is a horse
1988,2500,14793,img/14793.png,0.0,damn it john. leave stevie alone
1989,2501,65103,img/65103.png,0.0,mornings be like
1990,2503,72486,img/72486.png,0.0,"put'n the ""ham"" in mohamed"
1991,2504,53820,img/53820.png,0.0,whitesox ticket: $55 beer: $8 hot dog: $6 watching a muslim from kenya throw a 28 mph. fastball like an 8 yr old little girl: priceless
1992,2505,49726,img/49726.png,0.0,you just went full goat fucker never go full goat fucker
1993,2506,9682,img/09682.png,0.0,pals
1994,2507,25917,img/25917.png,0.0,you don't have to put on the red light
1995,2510,70495,img/70495.png,0.0,and then she said i'm a blackbelt in mcmap
1996,2511,67491,img/67491.png,1.0,slave ship sailors when they found africa for the first time looks like these black creatures really mean business!
1997,2512,80945,img/80945.png,1.0,feminist literature? you mean cookbooks?
1998,2513,23091,img/23091.png,0.0,when you pour a bowl of coco puffs and realize you're outta milk
1999,2514,21593,img/21593.png,1.0,yall got any more a them cracka ass crackas?
2000,2515,72195,img/72195.png,0.0,if you don't like the way i do things feel free to mind your own fucking business
2001,2516,30695,img/30695.png,0.0,"musslamic democrat, ilhan omar, has threatened members of congress. she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture"""
2002,2517,69043,img/69043.png,0.0,1 got 99 problems and chromosomes
2003,2518,59812,img/59812.png,0.0,adult peer pressure: seeing your neighbor mowing their yard
2004,2519,28067,img/28067.png,0.0,i remember when your mom dropped you off to school she got a fine for littering
2005,2521,39784,img/39784.png,1.0,that face she makes when ahmed hits the g-spot
2006,2523,50871,img/50871.png,0.0,freckles are cute i don't care what you say
2007,2524,74096,img/74096.png,0.0,him:
2008,2527,75086,img/75086.png,1.0,the i don't listen well barbie. comes with the stove she should've been using
2009,2528,78563,img/78563.png,0.0,yes we know trump said he'd build a wall. presidents say a lot of things without acting on them. just to get your vote
2010,2529,68971,img/68971.png,0.0,literally nobody: white people sitting at the bar: can you put it on the golf channel??
2011,2530,21693,img/21693.png,1.0,your purchase of $19.99 comes to $21.36 after theft
2012,2531,5297,img/05297.png,1.0,the first thing i did when i got home from the battered womens shelter? the dishes... 'cause i know what's good for me..
2013,2532,86401,img/86401.png,0.0,out on duty
2014,2533,43197,img/43197.png,0.0,you can hide but you can't run
2015,2534,8597,img/08597.png,1.0,"now, you're telling me you were so ingrained with white trash dna, your facial hair actually grows in on its own all white trashy like that?"
2016,2535,67054,img/67054.png,0.0,if i identify as a dog can i poop in your yard?
2017,2536,84721,img/84721.png,0.0,cow girls like to take their summer photos in hay fields
2018,2537,91654,img/91654.png,0.0,"""i don't care mom, if they deport juan i'm going with him"""
2019,2538,58190,img/58190.png,1.0,only two things come from muslim countries pedophiles and goat fuckers! which are you mohammed?
2020,2540,68512,img/68512.png,1.0,what's that smell?
2021,2541,59672,img/59672.png,0.0,the power of makeup
2022,2542,83402,img/83402.png,0.0,my car had some trouble i need to take it to a mechanic
2023,2544,46312,img/46312.png,1.0,when you found your wife is cheating on you
2024,2545,98305,img/98305.png,0.0,hiliary i'm coming after you and i'm bringing handcuffs
2025,2546,39421,img/39421.png,0.0,him: gonna beat dat pussy into mashed potatoes! her: im down!
2026,2547,93071,img/93071.png,0.0,"look, i'm really sorry that i made a ""pew pew"" star wars lazer blaster noise when i jizzed all over your titties i suffer from immature ejaculation"
2027,2549,90861,img/90861.png,1.0,well look at you i've never fingered a potato
2028,2551,6374,img/06374.png,1.0,islamic windchimes
2029,2552,12376,img/12376.png,0.0,why girls wanna be mermaids: 1. no pants 2. no periods 3. perfect hair 4. you get to lure men to their deaths well that escalated quickly
2030,2553,27134,img/27134.png,1.0,because of trump walmart is selling american made appliances again
2031,2554,46852,img/46852.png,1.0,you say you're tired of the race card? well we're tired of the mental illness card mass shooters young often taken alive white by their brothers in blue male
2032,2558,74380,img/74380.png,0.0,meanwhile at the isis strip club
2033,2559,53740,img/53740.png,1.0,if the words you spoke appeared on your skin.. would you still be beautiful? nigger
2034,2560,9841,img/09841.png,1.0,"oh you drive a dodge, do you blow trannys as good as your truck"
2035,2562,74356,img/74356.png,1.0,when she's trying her hardest to make you cum but you already visited your favorite goat
2036,2563,48396,img/48396.png,1.0,"normal people , indian people"
2037,2564,95403,img/95403.png,0.0,your hate makes us stronger
2038,2565,6934,img/06934.png,1.0,hitler nonchalantly killing millions of jews with no remorse
2039,2568,69351,img/69351.png,1.0,hey muslim eat me!
2040,2570,91320,img/91320.png,1.0,well look at you i've never fingered a potato
2041,2572,47012,img/47012.png,0.0,the day you graduate from catcher to pitcher
2042,2573,54632,img/54632.png,1.0,new seat belt design 50% less accidents
2043,2574,95861,img/95861.png,0.0,bitches are like stitches pick on them and they open up
2044,2575,32971,img/32971.png,0.0,"you must follow my religion radical muslim you're welcome to follow my religion, if you'd like! moderate muslim"
2045,2576,91064,img/91064.png,1.0,if you invite the snake in don't cry when it bites vote trump or don't cry later
2046,2577,94506,img/94506.png,0.0,we cannot allow birth control we will run out of children to molest
2047,2578,82461,img/82461.png,1.0,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle
2048,2579,94305,img/94305.png,0.0,women rights in islamic countries
2049,2580,64301,img/64301.png,0.0,"""gee elmo... i didn't think my long beak was promoting rape culture. but if you learned about feminism on the internet you must be right!"""
2050,2581,48697,img/48697.png,1.0,it's not a hijab it's a diaper for people with shit for brains
2051,2582,28435,img/28435.png,0.0,they have no where to live makes special camp spots just for them
2052,2583,62381,img/62381.png,0.0,i am hungry let's eat a dog
2053,2584,34756,img/34756.png,0.0,my favorite sex position is the challenger i go hard for 73 seconds then prematurley blow
2054,2585,79815,img/79815.png,0.0,when you go to the store for a dishwasher but you find your best friend instead
2055,2586,32591,img/32591.png,0.0,it's not over! until i say so!!!
2056,2587,62184,img/62184.png,1.0,the hardest part of breaking up with a japanese girlfriend is having to drop the bomb on her twice before she gets it
2057,2589,32647,img/32647.png,1.0,"women are like bacon they look good, smell good, taste good and slowly kill men"
2058,2591,89750,img/89750.png,0.0,jamal! im pregnant!!!
2059,2592,93215,img/93215.png,0.0,paper is white and paper beats rock
2060,2593,41063,img/41063.png,1.0,when the oven is full so you start putting jews in the deep fryer
2061,2594,56183,img/56183.png,1.0,traps are just flat chested futas
2062,2595,42380,img/42380.png,1.0,"one touch, and i can heal everything don't touch us, we're on disability"
2063,2598,80162,img/80162.png,0.0,it took you 10 minutes to get home google maps says it takes 8. who is she?!
2064,2599,94071,img/94071.png,0.0,when you know you have smoked too much meth
2065,2600,50927,img/50927.png,0.0,"average white ""women"" average muslim women"
2066,2601,52490,img/52490.png,1.0,"can we stop calling them ""undocumented immigrants"" and call them what they are criminal trespassers / illegal aliens"
2067,2602,87695,img/87695.png,1.0,dark humor is like him '' it never gets old
2068,2603,30721,img/30721.png,1.0,"""harder, harder"" ""that's a good boy"""
2069,2604,23851,img/23851.png,0.0,just a reminder that the guy on the left believes he is genetically superior to the guy on the right
2070,2605,78104,img/78104.png,0.0,party tonight? i'm down
2071,2606,97386,img/97386.png,1.0,inmate comes out of the shower and asks for a towel auschwitz guard:
2072,2607,16820,img/16820.png,0.0,thinking befor '' '' robbery
2073,2608,20684,img/20684.png,1.0,what do you call a muscular arab? protein sheikh
2074,2609,80316,img/80316.png,1.0,it's time for the entire free world to unite against islam because the savages are already united against us
2075,2610,93725,img/93725.png,0.0,felt cute. might kill your toddler later. idk.
2076,2611,45630,img/45630.png,0.0,i cant wait to name you its almost been 9 months
2077,2612,13270,img/13270.png,0.0,remember no matter how much you whine like a little bitch trump is still your president
2078,2613,96150,img/96150.png,0.0,yes donald. that sounds good. i once built a wall too
2079,2614,87140,img/87140.png,1.0,what's worse than a female driver?
2080,2615,46352,img/46352.png,0.0,some people hate trump some people hate hillary but everyone hates duke
2081,2618,96734,img/96734.png,0.0,life goes on
2082,2619,6543,img/06543.png,1.0,"you are finally here, brother-slayer. spawn killer. all that strength and you're still nothing but a nigger"
2083,2620,49087,img/49087.png,0.0,tomorrow will be another beautiful day filled with assholes
